Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,31169,-,-,India,19.95,76.45,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Temperature,Pressure,Wind Speed
2001,3,14,0,30,0,0,17,22.654435790666582,952.520263671875,3.118877410888672
2001,3,14,1,30,0,0,17,22.210027505685503,952.1408081054688,2.9245145320892334
2001,3,14,2,30,0,0,17,21.89162104858525,951.9037475585938,2.8729653358459473
2001,3,14,3,30,0,0,16,21.561159124410608,951.94287109375,2.9450433254241943
2001,3,14,4,30,0,0,15,21.212041211878613,952.1357421875,3.0278236865997314
2001,3,14,5,30,0,0,14,20.937820519908087,953.1751098632812,3.0404834747314453
2001,3,14,6,30,0,0,14,21.839272897308774,953.7413940429688,2.913024663925171
2001,3,14,7,30,89,233,14,25.142372029958665,954.6846923828125,2.7369372844696045
2001,3,14,8,30,159,480,13,29.487708002591205,954.9430541992188,2.90779447555542
2001,3,14,9,30,199,619,12,33.29924689645611,955.2000732421875,2.8814680576324463
2001,3,14,10,30,223,697,12,36.065123026045455,954.6367797851562,2.852323532104492
2001,3,14,11,30,236,738,12,37.74926512079293,953.46826171875,2.8989274501800537
2001,3,14,12,30,241,753,11,38.76020829387102,952.28076171875,2.967848062515259
2001,3,14,13,30,237,742,11,38.90221038843242,951.143310546875,3.0117437839508057
2001,3,14,14,30,302,601,11,38.2102291317089,950.5467529296875,3.0885305404663086
2001,3,14,15,30,263,488,11,36.75764734516565,950.0743408203125,3.1194534301757812
2001,3,14,16,30,164,501,11,34.65637035837159,950.4258422851562,3.1108202934265137
2001,3,14,17,30,99,269,12,31.965974737467434,951.02685546875,3.0720081329345703
2001,3,14,18,30,0,0,13,30.105177120760686,951.8296508789062,3.1871931552886963
2001,3,14,19,30,0,0,13,29.37987774333311,952.6708984375,3.3172240257263184
2001,3,14,20,30,0,0,13,28.83307808387508,953.12646484375,3.4138758182525635
2001,3,14,21,30,0,0,14,28.244177144245327,953.23583984375,3.504896402359009
2001,3,14,22,30,0,0,14,27.500333191483946,953.005126953125,3.537231206893921
