,Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Temperature,Pressure,Wind Speed,Time
4591,2001,7,11,7,30,142,251,22,25.195950593899628,946.96044921875,5.267458438873291,07:30:00
4592,2001,7,11,8,30,159,552,22,26.825328736191413,947.209716796875,5.4812660217285165,08:30:00
4593,2001,7,11,9,30,204,602,22,28.65335030473909,947.1901245117188,5.489107131958008,09:30:00
4594,2001,7,11,10,30,359,372,22,29.8530136278622,947.11328125,5.315239429473877,10:30:00
4595,2001,7,11,11,30,406,198,22,30.048031222175442,946.3013305664062,5.049070358276367,11:30:00
4596,2001,7,11,12,30,341,542,22,30.304665225589872,945.1118774414062,4.903657913208008,12:30:00
4597,2001,7,11,13,30,331,52,22,30.307350333658064,944.2817993164062,4.750219345092773,13:30:00
4598,2001,7,11,14,30,395,49,22,29.81526317081358,943.885986328125,4.656567573547363,14:30:00
4599,2001,7,11,15,30,192,14,22,29.20672641174315,943.9166259765624,4.714189529418945,15:30:00
4600,2001,7,11,16,30,226,26,22,28.51899728027513,944.3228149414062,4.6779398918151855,16:30:00
4601,2001,7,11,17,30,109,0,22,27.50867410029048,945.0465698242188,4.429433345794678,17:30:00
4602,2001,7,11,18,30,28,0,22,26.430610443233036,946.0770263671876,4.495599269866943,18:30:00
4614,2001,7,12,6,30,15,0,22,23.570928406021718,947.72998046875,4.048129081726073,06:30:00
4615,2001,7,12,7,30,134,19,22,24.78522421941676,948.3775634765624,4.135705471038818,07:30:00
4616,2001,7,12,8,30,256,65,22,26.01371712661023,948.7960815429688,4.409136295318604,08:30:00
4617,2001,7,12,9,30,328,69,23,26.95141245096886,948.6598510742188,4.492539405822754,09:30:00
4618,2001,7,12,10,30,397,104,23,27.617210420554105,948.0902709960938,4.504544258117676,10:30:00
4619,2001,7,12,11,30,257,7,23,27.968476742101984,947.1527099609376,4.447068214416504,11:30:00
4620,2001,7,12,12,30,322,13,23,28.159218428018107,946.3978881835938,4.405032157897949,12:30:00
4621,2001,7,12,13,30,317,19,23,28.11119058268423,945.5532836914062,4.475655555725098,13:30:00
4622,2001,7,12,14,30,230,3,23,27.872498918556172,945.0692138671876,4.370023727416991,14:30:00
4623,2001,7,12,15,30,131,0,23,27.54202140451673,945.2146606445312,4.032033443450929,15:30:00
4624,2001,7,12,16,30,162,4,23,27.030725091420607,945.7745361328124,3.929726839065552,16:30:00
4625,2001,7,12,17,30,101,0,23,26.338245166202736,946.5464477539062,3.9916603565216064,17:30:00
4626,2001,7,12,18,30,17,0,23,25.692956953712386,947.109130859375,4.061469078063965,18:30:00
4638,2001,7,13,6,30,44,9,22,23.65388531868291,949.7333984375,3.955302000045776,06:30:00
4639,2001,7,13,7,30,140,20,22,24.858715891740474,950.1197509765624,4.057603836059569,07:30:00
4640,2001,7,13,8,30,257,108,22,26.254337663238694,950.3851318359376,4.459889888763428,08:30:00
4641,2001,7,13,9,30,327,329,22,27.208301652482763,950.6307373046876,4.764167308807373,09:30:00
4642,2001,7,13,10,30,389,84,22,28.01122746265173,950.0812377929688,5.015589237213135,10:30:00
4643,2001,7,13,11,30,431,107,22,28.497993688748288,949.5997924804688,5.207818031311035,11:30:00
4644,2001,7,13,12,30,412,66,22,28.72325443180557,948.6594848632812,5.323973178863525,12:30:00
4645,2001,7,13,13,30,348,355,21,28.90918076034814,948.0128173828124,5.469531536102295,13:30:00
4646,2001,7,13,14,30,331,44,21,28.81262706633561,947.2042846679688,5.389185428619385,14:30:00
4647,2001,7,13,15,30,197,7,21,28.50426720869376,947.0757446289062,5.237516403198242,15:30:00
4648,2001,7,13,16,30,188,7,21,27.95726066693624,947.513671875,4.872590065002441,16:30:00
4649,2001,7,13,17,30,75,0,21,27.087482115077425,948.212890625,4.345465183258057,17:30:00
4650,2001,7,13,18,30,33,0,21,26.064821104921972,948.8712768554688,4.0106897354125985,18:30:00
4662,2001,7,14,6,30,43,12,21,23.02625288120589,951.3217163085938,4.717529773712158,06:30:00
4663,2001,7,14,7,30,125,16,21,24.91748950973425,951.781982421875,4.895726680755615,07:30:00
4664,2001,7,14,8,30,159,555,21,26.968613971986713,952.0615234375,4.850525379180908,08:30:00
4665,2001,7,14,9,30,337,210,21,28.766073573662766,952.0213623046876,4.553863048553467,09:30:00
4666,2001,7,14,10,30,327,431,20,29.86683135172689,951.4164428710938,4.3284101486206055,10:30:00
4667,2001,7,14,11,30,320,483,21,30.76207316318096,950.7748413085938,4.184659957885741,11:30:00
4668,2001,7,14,12,30,441,99,21,31.46612631207927,949.788818359375,4.061429023742677,12:30:00
4669,2001,7,14,13,30,427,97,21,31.603913776092444,948.8613891601562,3.927314043045044,13:30:00
4670,2001,7,14,14,30,322,20,21,31.08641415605859,948.3404541015624,4.087294578552246,14:30:00
4671,2001,7,14,15,30,333,115,21,30.35056990202696,948.1607666015624,4.286134719848634,15:30:00
4672,2001,7,14,16,30,191,9,20,29.219331967012124,948.6021118164062,4.200346946716309,16:30:00
4673,2001,7,14,17,30,85,0,21,28.07241263726871,949.1546630859376,3.812243461608887,17:30:00
4674,2001,7,14,18,30,11,0,21,26.990062408724896,949.7569580078124,3.86214542388916,18:30:00
4686,2001,7,15,6,30,44,21,21,23.228075838748513,950.6375732421876,4.652881622314453,06:30:00
4687,2001,7,15,7,30,139,263,21,24.899713852093672,950.9789428710938,4.808192729949951,07:30:00
4688,2001,7,15,8,30,277,176,22,26.83726278263316,950.8870239257812,4.877820014953613,08:30:00
4689,2001,7,15,9,30,333,304,22,28.478647412327014,950.7999267578124,4.794209003448486,09:30:00
4690,2001,7,15,10,30,318,37,22,29.05169717277118,950.0979614257812,4.6701388359069815,10:30:00
4691,2001,7,15,11,30,428,105,23,28.988541495224013,949.133544921875,4.565709114074707,11:30:00
4692,2001,7,15,12,30,381,87,23,29.073404811904936,948.2139892578124,4.512355327606201,12:30:00
4693,2001,7,15,13,30,285,540,23,29.017840613324324,947.279296875,4.459054946899414,13:30:00
4694,2001,7,15,14,30,256,45,22,28.834727189031412,946.9088745117188,4.449375629425049,14:30:00
4695,2001,7,15,15,30,341,177,22,28.29962936572031,946.9053955078124,4.252872943878174,15:30:00
4696,2001,7,15,16,30,253,93,23,27.73415770686057,947.2307739257812,3.7904458045959473,16:30:00
4697,2001,7,15,17,30,97,0,23,26.889783309842873,948.1309204101562,3.641538381576538,17:30:00
4698,2001,7,15,18,30,11,0,23,26.02267484473771,948.728271484375,3.759279489517212,18:30:00
4710,2001,7,16,6,30,40,0,21,23.49802629110087,949.1408081054688,4.778478145599365,06:30:00
4711,2001,7,16,7,30,149,152,21,24.415615773558446,949.412841796875,4.98391580581665,07:30:00
4712,2001,7,16,8,30,278,132,22,25.883553269524498,949.2940673828124,5.269009590148926,08:30:00
4713,2001,7,16,9,30,340,130,22,27.56582560548429,949.5182495117188,5.407509803771973,09:30:00
4714,2001,7,16,10,30,324,41,22,28.86255061810391,948.9569091796876,5.548155307769775,10:30:00
4715,2001,7,16,11,30,385,273,22,29.20874765318769,948.0180053710938,5.562540054321289,11:30:00
4716,2001,7,16,12,30,426,81,22,28.95448718519475,947.2814331054688,5.4077486991882315,12:30:00
4717,2001,7,16,13,30,404,69,22,28.968463792968574,946.4715576171876,5.204349994659424,13:30:00
4718,2001,7,16,14,30,353,313,22,28.66219351498904,945.8368530273438,5.136078834533691,14:30:00
4719,2001,7,16,15,30,313,39,22,28.06878931255756,945.6786499023438,5.044682025909424,15:30:00
4720,2001,7,16,16,30,198,7,22,27.23066877551105,946.0009155273438,4.6916351318359375,16:30:00
4721,2001,7,16,17,30,129,14,22,26.13927140249979,946.9205932617188,4.525450229644775,17:30:00
4722,2001,7,16,18,30,21,0,22,25.229228073468217,947.8687133789062,4.650627136230469,18:30:00
4734,2001,7,17,6,30,41,5,22,23.65046717984694,947.7350463867188,4.533668518066406,06:30:00
4735,2001,7,17,7,30,148,61,22,24.650055537052765,948.4712524414062,4.1938138008117685,07:30:00
4736,2001,7,17,8,30,246,50,23,25.932972844817012,948.7777709960938,4.228841304779054,08:30:00
4737,2001,7,17,9,30,340,166,23,26.760512372764534,948.9934692382812,4.309489727020264,09:30:00
4738,2001,7,17,10,30,342,423,23,26.973857987963363,948.8088989257812,4.312808036804198,10:30:00
4739,2001,7,17,11,30,377,128,23,27.01069031715787,948.26123046875,4.13267183303833,11:30:00
4740,2001,7,17,12,30,347,33,23,26.947249055397663,947.4065551757812,3.9980294704437256,12:30:00
4741,2001,7,17,13,30,281,9,23,26.795491628202452,946.8434448242188,3.803876638412476,13:30:00
4742,2001,7,17,14,30,266,3,23,26.54468289284938,946.2080078125,3.671534299850464,14:30:00
4743,2001,7,17,15,30,166,3,23,26.21578747064541,946.375,3.6894824504852295,15:30:00
4744,2001,7,17,16,30,196,10,24,25.844744625564427,946.7778930664062,3.998634815216065,16:30:00
4745,2001,7,17,17,30,96,0,23,25.29105864565895,947.2252197265624,4.519272327423097,17:30:00
4746,2001,7,17,18,30,11,0,23,24.74229248465195,947.8377685546876,4.958606243133545,18:30:00
4758,2001,7,18,6,30,22,0,21,23.19283665542957,947.7506713867188,4.4884352684021,06:30:00
4759,2001,7,18,7,30,109,0,22,24.52789536571703,948.39453125,4.384695529937743,07:30:00
4760,2001,7,18,8,30,233,32,22,25.973745758126316,948.5025024414062,4.520441055297852,08:30:00
4761,2001,7,18,9,30,339,123,22,27.210131085831733,948.4649047851562,4.657289981842041,09:30:00
4762,2001,7,18,10,30,394,48,23,27.864097484407125,947.6820068359376,4.7590837478637695,10:30:00
4763,2001,7,18,11,30,291,25,23,28.150595712951656,947.1187133789062,4.792351245880127,11:30:00
4764,2001,7,18,12,30,419,72,22,28.214634265468874,946.0571899414062,4.740031719207764,12:30:00
4765,2001,7,18,13,30,349,36,22,28.153468136455498,945.1854248046876,4.685219764709473,13:30:00
4766,2001,7,18,14,30,194,10,22,27.970583947345748,944.9227905273438,4.57931661605835,14:30:00
4767,2001,7,18,15,30,330,83,22,27.45578017826665,944.9928588867188,4.458632469177246,15:30:00
4768,2001,7,18,16,30,251,30,22,26.77196031340839,945.1359252929688,4.177735328674316,16:30:00
4769,2001,7,18,17,30,144,129,23,25.83817125712079,945.8153076171876,4.035736560821533,17:30:00
4770,2001,7,18,18,30,18,0,23,24.95269272080617,946.5318603515624,4.1817030906677255,18:30:00
4782,2001,7,19,6,30,29,0,22,23.322117567853407,946.9241943359376,3.439946174621582,06:30:00
4783,2001,7,19,7,30,74,0,23,24.160395832918034,947.5140991210938,3.3007571697235107,07:30:00
4784,2001,7,19,8,30,124,0,23,25.18423165414299,948.2081909179688,3.5454306602478027,08:30:00
4785,2001,7,19,9,30,134,0,24,26.128631508187993,948.2166137695312,3.791514158248901,09:30:00
4786,2001,7,19,10,30,185,1,24,26.93104591115787,947.6078491210938,4.085319519042969,10:30:00
4787,2001,7,19,11,30,192,3,24,27.44633521779849,946.3507690429688,4.2446508407592765,11:30:00
4788,2001,7,19,12,30,216,3,24,27.67935791710312,944.9360961914062,4.437812805175781,12:30:00
4789,2001,7,19,13,30,292,17,23,27.925906414165183,944.1284790039062,4.4723472595214835,13:30:00
4790,2001,7,19,14,30,269,2,23,27.944385027123303,943.6282348632812,4.578507423400879,14:30:00
4791,2001,7,19,15,30,214,3,23,27.34193482572545,943.3873291015624,4.5983567237854,15:30:00
4792,2001,7,19,16,30,100,0,23,26.613593429771534,943.8770751953124,4.399964332580566,16:30:00
4793,2001,7,19,17,30,49,0,23,25.746776173077027,944.6446533203124,4.3427348136901855,17:30:00
4794,2001,7,19,18,30,12,0,23,25.029126689591287,945.4065551757812,4.604104518890381,18:30:00
4806,2001,7,20,6,30,12,0,22,23.33381695930791,947.2472534179688,4.04244327545166,06:30:00
4807,2001,7,20,7,30,107,0,22,24.283423227586354,947.9546508789062,3.952003002166748,07:30:00
4808,2001,7,20,8,30,178,3,22,25.333205334980164,948.148193359375,4.129549980163573,08:30:00
4809,2001,7,20,9,30,184,2,23,26.28968006962481,947.9710693359376,4.17649507522583,09:30:00
4810,2001,7,20,10,30,208,2,23,27.34941032550228,947.411376953125,4.219686985015868,10:30:00
4811,2001,7,20,11,30,311,19,23,28.131783850815737,946.3703002929688,4.355988502502441,11:30:00
4812,2001,7,20,12,30,323,13,23,29.223766330236632,945.460693359375,4.446234703063965,12:30:00
4813,2001,7,20,13,30,346,23,23,29.591065749317412,944.5391845703124,4.397453308105469,13:30:00
4814,2001,7,20,14,30,361,24,23,29.27507691412353,943.9776611328124,4.384483337402344,14:30:00
4815,2001,7,20,15,30,310,37,23,28.70675709309637,943.765380859375,4.277755260467528,15:30:00
4816,2001,7,20,16,30,250,194,22,27.91127788901053,944.2603149414062,4.030590057373047,16:30:00
4817,2001,7,20,17,30,121,6,23,27.006966551576113,945.5382690429688,3.5722136497497563,17:30:00
4818,2001,7,20,18,30,30,0,22,26.01973999616229,946.3461303710938,3.58108139038086,18:30:00
4830,2001,7,21,6,30,39,11,22,23.533906590453626,946.9595336914062,3.890165090560913,06:30:00
4831,2001,7,21,7,30,136,275,22,24.620820162090467,947.59326171875,4.039853096008302,07:30:00
4832,2001,7,21,8,30,157,549,22,25.963732545134693,948.0643310546876,4.0992207527160645,08:30:00
4833,2001,7,21,9,30,183,647,23,27.236520324766445,947.8547973632812,4.1129679679870605,09:30:00
4834,2001,7,21,10,30,380,313,23,28.56944866864501,947.2425537109376,4.087676525115967,10:30:00
4835,2001,7,21,11,30,387,368,24,29.063543090879875,946.239013671875,3.940331220626831,11:30:00
4836,2001,7,21,12,30,448,167,24,29.052583284107186,944.927490234375,3.700114488601685,12:30:00
4837,2001,7,21,13,30,393,351,24,28.536601395476627,944.6398315429688,3.24941086769104,13:30:00
4838,2001,7,21,14,30,311,459,24,27.69998002445948,944.303466796875,2.7930397987365723,14:30:00
4839,2001,7,21,15,30,328,265,23,27.09695338448068,943.902099609375,2.801010608673096,15:30:00
4840,2001,7,21,16,30,158,552,24,26.7786960531746,944.02880859375,2.6594455242156982,16:30:00
4841,2001,7,21,17,30,141,78,24,26.28676952576518,944.8865356445312,2.430218458175659,17:30:00
4842,2001,7,21,18,30,15,0,23,25.643952668108795,945.7944946289062,2.2902586460113525,18:30:00
4854,2001,7,22,6,30,35,0,22,23.53060993326534,947.37109375,2.913436889648437,06:30:00
4855,2001,7,22,7,30,124,10,23,24.213598106907448,947.8259887695312,3.0271282196044917,07:30:00
4856,2001,7,22,8,30,224,18,23,25.157077907454266,948.0877685546876,3.1610608100891118,08:30:00
4857,2001,7,22,9,30,324,30,23,25.90688227906571,948.0595703125,3.116337537765503,09:30:00
4858,2001,7,22,10,30,378,30,24,26.44898086760537,947.6007690429688,2.9679861068725586,10:30:00
4859,2001,7,22,11,30,430,53,24,26.809404316507877,946.7670288085938,2.7955846786499023,11:30:00
4860,2001,7,22,12,30,395,32,24,27.03420322490399,945.4977416992188,2.746521472930908,12:30:00
4861,2001,7,22,13,30,421,47,24,27.10406540491749,944.5892944335938,2.855855226516724,13:30:00
4862,2001,7,22,14,30,403,138,24,27.07545134063321,943.9659423828124,2.9853589534759517,14:30:00
4863,2001,7,22,15,30,333,72,24,26.850821791200303,944.2432861328124,2.77126407623291,15:30:00
4864,2001,7,22,16,30,258,72,24,26.470310909157376,944.704833984375,2.605463981628418,16:30:00
4865,2001,7,22,17,30,129,30,24,25.964912709146628,945.49755859375,2.675343990325928,17:30:00
4866,2001,7,22,18,30,10,0,24,25.536810126557953,946.5916137695312,2.701168775558472,18:30:00
4878,2001,7,23,6,30,42,32,23,23.873693246543557,946.7140502929688,3.1306512355804443,06:30:00
4879,2001,7,23,7,30,139,238,23,24.941780540699252,947.10888671875,3.025255918502808,07:30:00
4880,2001,7,23,8,30,198,402,23,26.109755354583346,947.4132690429688,3.249497413635254,08:30:00
4881,2001,7,23,9,30,230,515,23,26.950967604480237,947.4946899414062,3.4734699726104736,09:30:00
4882,2001,7,23,10,30,254,608,23,27.28212030375033,947.0348510742188,3.5836215019226074,10:30:00
4883,2001,7,23,11,30,421,225,23,27.57536561792693,946.5030517578124,3.60477876663208,11:30:00
4884,2001,7,23,12,30,449,149,23,27.64988888779277,945.2442016601562,3.6547868251800537,12:30:00
4885,2001,7,23,13,30,419,333,23,27.546390011593644,944.2991943359376,3.703511476516724,13:30:00
4886,2001,7,23,14,30,266,51,23,27.2916911502345,943.9381103515624,3.6720087528228764,14:30:00
4887,2001,7,23,15,30,340,278,23,26.944038576516217,943.7657470703124,3.65047550201416,15:30:00
4888,2001,7,23,16,30,249,120,23,26.53357637391309,944.3201293945312,3.3539814949035645,16:30:00
4889,2001,7,23,17,30,97,0,23,25.90346618390356,945.302490234375,3.085743188858032,17:30:00
4890,2001,7,23,18,30,10,0,23,25.22966131083939,946.053466796875,3.112776279449463,18:30:00
4902,2001,7,24,6,30,39,18,22,23.426136044453532,947.5852661132812,3.1403825283050537,06:30:00
4903,2001,7,24,7,30,131,22,23,24.63500646045532,947.8800048828124,3.421861410140991,07:30:00
4904,2001,7,24,8,30,248,86,23,25.983124415373307,948.0317993164062,3.6112489700317374,08:30:00
4905,2001,7,24,9,30,327,321,23,27.294893144477445,947.9296875,3.5760090351104736,09:30:00
4906,2001,7,24,10,30,289,27,24,28.22066550126101,947.4076538085938,3.5047147274017334,10:30:00
4907,2001,7,24,11,30,338,33,24,28.78016759988373,946.598876953125,3.399855852127075,11:30:00
4908,2001,7,24,12,30,417,286,24,28.94569826007279,945.591796875,3.361548662185669,12:30:00
4909,2001,7,24,13,30,477,169,24,28.825344436526226,944.8247680664062,3.3219585418701167,13:30:00
4910,2001,7,24,14,30,406,180,23,28.487949427268692,944.1443481445312,3.427157163619995,14:30:00
4911,2001,7,24,15,30,358,110,23,27.96607986865655,944.2694091796876,3.523867130279541,15:30:00
4912,2001,7,24,16,30,268,86,23,27.391709902610106,944.6713256835938,3.3279922008514404,16:30:00
4913,2001,7,24,17,30,144,80,23,26.65259140936746,945.3717041015624,3.3149397373199463,17:30:00
4914,2001,7,24,18,30,17,0,23,25.899069131107353,946.2973022460938,3.4968302249908447,18:30:00
4926,2001,7,25,6,30,22,0,22,23.582081133636624,947.4188842773438,2.9035217761993413,06:30:00
4927,2001,7,25,7,30,120,5,23,24.886197796981374,947.67333984375,3.0530552864074707,07:30:00
4928,2001,7,25,8,30,227,19,23,26.514559560759377,948.24755859375,3.230750322341919,08:30:00
4929,2001,7,25,9,30,333,102,23,27.979901249454546,948.2700805664062,3.265533924102783,09:30:00
4930,2001,7,25,10,30,374,31,23,28.57016752240003,947.9137573242188,3.236815452575684,10:30:00
4931,2001,7,25,11,30,381,51,23,28.866185642610283,947.2974243164062,3.235934972763061,11:30:00
4932,2001,7,25,12,30,428,258,23,28.88117454867427,946.4244384765624,3.217403650283813,12:30:00
4933,2001,7,25,13,30,422,221,23,28.83262327336547,945.718505859375,3.196620464324951,13:30:00
4934,2001,7,25,14,30,399,196,23,28.492143251386324,945.2904663085938,3.2863984107971187,14:30:00
4935,2001,7,25,15,30,183,650,23,28.064223539086694,945.2444458007812,3.313928365707397,15:30:00
4936,2001,7,25,16,30,158,552,23,27.520484227905172,945.6166381835938,3.079836130142212,16:30:00
4937,2001,7,25,17,30,135,52,23,26.789849291323208,946.4090576171876,3.068203449249268,17:30:00
4938,2001,7,25,18,30,35,0,23,25.993335693070836,947.3012084960938,3.161933183670044,18:30:00
4950,2001,7,26,6,30,32,0,22,23.34422695588785,949.6144409179688,2.1242113113403316,06:30:00
4951,2001,7,26,7,30,130,22,22,24.09008453887685,949.8455200195312,2.417630195617676,07:30:00
4952,2001,7,26,8,30,243,295,23,25.213405503085824,950.1035766601562,2.49289345741272,08:30:00
4953,2001,7,26,9,30,337,198,23,26.451846156098384,950.1854248046876,2.403376579284668,09:30:00
4954,2001,7,26,10,30,339,405,23,27.031633060094578,949.9783935546876,2.3120226860046387,10:30:00
4955,2001,7,26,11,30,302,515,23,27.320240942775804,949.1290283203124,2.4929091930389404,11:30:00
4956,2001,7,26,12,30,282,621,23,27.525459558562602,948.2061767578124,2.704949378967285,12:30:00
4957,2001,7,26,13,30,234,704,23,27.616626806175304,947.35693359375,2.878715991973877,13:30:00
4958,2001,7,26,14,30,200,706,23,27.46317638465507,947.0164794921876,2.9753217697143555,14:30:00
4959,2001,7,26,15,30,315,335,23,27.242439664574018,946.8638305664062,3.015126943588257,15:30:00
4960,2001,7,26,16,30,244,251,23,26.840060196854893,947.0532836914062,2.8924989700317383,16:30:00
4961,2001,7,26,17,30,142,69,24,26.274009397667953,947.5294189453124,2.8294341564178467,17:30:00
4962,2001,7,26,18,30,29,0,23,25.62653016943688,948.1597290039062,2.751264333724976,18:30:00
4974,2001,7,27,6,30,36,4,22,23.448640212208037,948.7781982421876,2.5879895687103267,06:30:00
4975,2001,7,27,7,30,144,153,22,24.557727046435502,949.3164672851562,2.5783815383911133,07:30:00
4976,2001,7,27,8,30,192,437,23,25.76930577166229,949.8338623046876,2.582022428512573,08:30:00
4977,2001,7,27,9,30,237,498,23,26.81535897174723,949.6312866210938,2.5265378952026367,09:30:00
4978,2001,7,27,10,30,224,653,23,27.647615494689887,949.0364379882812,2.4287712574005127,10:30:00
4979,2001,7,27,11,30,277,580,24,28.46186096940528,948.2384643554688,2.3555808067321777,11:30:00
4980,2001,7,27,12,30,265,648,24,29.139382456682085,946.9776611328124,2.300870418548584,12:30:00
4981,2001,7,27,13,30,418,243,24,29.00078898293316,945.9475708007812,2.2831804752349854,13:30:00
4982,2001,7,27,14,30,387,297,24,28.632584974231968,945.0904541015624,2.4648234844207764,14:30:00
4983,2001,7,27,15,30,332,92,24,28.102266586504182,945.1993408203124,2.554681301116944,15:30:00
4984,2001,7,27,16,30,258,181,24,27.581048592063443,945.6806030273438,2.416306495666504,16:30:00
4985,2001,7,27,17,30,140,296,24,26.92623716351119,946.553955078125,2.3650474548339844,17:30:00
4986,2001,7,27,18,30,38,10,24,26.135851382562976,947.2084350585938,2.587587833404541,18:30:00
4998,2001,7,28,6,30,39,26,23,24.178171724858657,947.548095703125,2.325348377227783,06:30:00
4999,2001,7,28,7,30,125,317,24,25.43515727773871,948.3638916015624,2.2765698432922363,07:30:00
5000,2001,7,28,8,30,171,507,24,26.553409216691307,948.8243408203124,2.365328550338745,08:30:00
5001,2001,7,28,9,30,298,385,24,27.376435658506466,949.0511474609376,2.358715295791626,09:30:00
5002,2001,7,28,10,30,396,107,25,27.745916728919102,948.81982421875,2.3612914085388184,10:30:00
5003,2001,7,28,11,30,432,128,25,28.010549219191088,947.7254638671876,2.508172035217285,11:30:00
5004,2001,7,28,12,30,314,512,24,28.195443006160477,946.5249633789062,2.6895172595977783,12:30:00
5005,2001,7,28,13,30,263,616,24,28.274699772975513,945.5446166992188,2.7490601539611816,13:30:00
5006,2001,7,28,14,30,224,631,24,27.95551248212007,945.23583984375,2.8989100456237797,14:30:00
5007,2001,7,28,15,30,200,608,24,27.627140673014306,944.9712524414062,2.9868900775909424,15:30:00
5008,2001,7,28,16,30,157,550,24,27.209391701067034,945.3726196289062,2.746601819992065,16:30:00
5009,2001,7,28,17,30,116,377,24,26.56736076983537,946.09521484375,2.7075307369232178,17:30:00
5010,2001,7,28,18,30,38,8,24,25.95498144848784,946.7787475585938,2.8392372131347656,18:30:00
5022,2001,7,29,6,30,27,0,22,23.04380411705381,948.851318359375,3.139930248260498,06:30:00
5023,2001,7,29,7,30,127,12,22,23.960866337039253,949.6831665039062,3.1760592460632324,07:30:00
5024,2001,7,29,8,30,245,76,23,25.19398343140153,949.97998046875,3.188643217086792,08:30:00
5025,2001,7,29,9,30,332,224,23,26.645618074100128,949.9819946289062,3.262703657150269,09:30:00
5026,2001,7,29,10,30,400,179,24,27.936390870305964,949.6182861328124,3.437188148498535,10:30:00
5027,2001,7,29,11,30,466,246,24,28.73652491939361,948.7385864257812,3.5090649127960205,11:30:00
5028,2001,7,29,12,30,402,325,24,28.979787097776352,947.60888671875,3.4581961631774902,12:30:00
5029,2001,7,29,13,30,209,736,24,28.89066319467531,946.8759155273438,3.3488368988037114,13:30:00
5030,2001,7,29,14,30,264,588,24,28.48568244910223,946.7345581054688,3.229891538619995,14:30:00
5031,2001,7,29,15,30,324,299,24,28.194969030296196,946.9911499023438,3.178501605987549,15:30:00
5032,2001,7,29,16,30,255,120,24,27.591870061351532,947.3766479492188,3.1353745460510254,16:30:00
5033,2001,7,29,17,30,144,212,24,26.78350158429413,947.8746948242188,3.3368868827819824,17:30:00
5034,2001,7,29,18,30,9,0,23,25.940432181250006,948.235107421875,3.6234538555145264,18:30:00
5046,2001,7,30,6,30,32,0,22,23.338896384846066,949.0884399414062,3.210609674453736,06:30:00
5047,2001,7,30,7,30,142,127,22,24.835641100238718,949.5277099609376,3.2896320819854736,07:30:00
5048,2001,7,30,8,30,228,326,23,26.56481828066984,949.7267456054688,3.3162431716918945,08:30:00
5049,2001,7,30,9,30,241,490,24,28.46822203458987,949.8609008789062,3.1834068298339844,09:30:00
5050,2001,7,30,10,30,283,508,24,29.039123646781945,949.1221923828124,2.9511053562164307,10:30:00
5051,2001,7,30,11,30,209,737,24,29.005811906982498,948.5952758789062,2.6960153579711914,11:30:00
5052,2001,7,30,12,30,279,618,24,28.893586288362545,947.6275024414062,2.475314140319824,12:30:00
5053,2001,7,30,13,30,416,249,24,28.680527180300203,946.9883422851562,2.2542588710784908,13:30:00
5054,2001,7,30,14,30,403,155,24,28.371891210770002,946.8242797851562,2.3321363925933842,14:30:00
5055,2001,7,30,15,30,348,179,24,28.052869446380445,946.514892578125,2.600106239318848,15:30:00
5056,2001,7,30,16,30,273,164,24,27.708232791849184,946.597412109375,2.320424318313598,16:30:00
5057,2001,7,30,17,30,143,249,24,27.109804301037002,947.3867797851562,2.0398273468017583,17:30:00
5058,2001,7,30,18,30,18,0,24,26.471603432313945,948.0747680664062,2.0995290279388428,18:30:00
5070,2001,7,31,6,30,38,15,22,23.81228581547191,950.1321411132812,2.6183066368103027,06:30:00
5071,2001,7,31,7,30,133,69,23,24.773613450174818,950.7474975585938,2.713400363922119,07:30:00
5072,2001,7,31,8,30,157,547,23,25.903051211679387,951.0946044921876,2.6807386875152592,08:30:00
5073,2001,7,31,9,30,182,633,24,27.173036497013182,951.0858154296876,2.4870176315307617,09:30:00
5074,2001,7,31,10,30,199,705,24,27.964002471788437,950.2396850585938,2.188122272491455,10:30:00
5075,2001,7,31,11,30,209,736,24,28.37931039357181,949.5582885742188,1.7652314901351929,11:30:00
5076,2001,7,31,12,30,212,746,24,28.582687242846475,948.9826049804688,1.3349132537841797,12:30:00
5077,2001,7,31,13,30,310,502,24,28.662569588766807,948.2085571289062,1.0515882968902588,13:30:00
5078,2001,7,31,14,30,253,595,24,28.496594221510748,947.640380859375,1.006118655204773,14:30:00
5079,2001,7,31,15,30,209,579,24,28.10953212155806,947.5689697265624,1.1137592792510986,15:30:00
5080,2001,7,31,16,30,157,549,24,27.63139382746266,947.8901977539062,1.204861760139465,16:30:00
5081,2001,7,31,17,30,87,0,24,27.118022830911627,948.5651245117188,1.2929579019546509,17:30:00
5082,2001,7,31,18,30,22,0,24,26.410621693692413,949.2120971679688,1.3265599012374878,18:30:00
5094,2001,8,1,6,30,26,0,23,24.220924988660325,949.4649658203124,3.0358684062957764,06:30:00
5095,2001,8,1,7,30,61,0,24,24.954011162779864,949.981689453125,3.099022388458252,07:30:00
5096,2001,8,1,8,30,163,1,24,25.846442946016964,950.2525634765624,3.0353264808654785,08:30:00
5097,2001,8,1,9,30,293,28,24,26.713195847359714,950.3209228515624,2.6737139225006104,09:30:00
5098,2001,8,1,10,30,413,50,24,27.236093649333164,950.039794921875,2.412658929824829,10:30:00
5099,2001,8,1,11,30,407,40,24,27.430784586681682,949.1624755859376,2.3086979389190674,11:30:00
