,Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Temperature,Pressure,Wind Speed,Time
2118,2001,3,30,6,30,3,0,1,21.70795625578233,951.3700561523438,3.1280789375305176,06:30:00
2119,2001,3,30,7,30,123,244,2,25.490262904197717,952.194091796875,3.251160860061645,07:30:00
2120,2001,3,30,8,30,171,534,2,29.72713910898085,952.7262573242188,3.0505270957946777,08:30:00
2121,2001,3,30,9,30,207,657,1,33.644912573687634,952.5994262695312,2.5136871337890625,09:30:00
2122,2001,3,30,10,30,229,727,1,36.584022387800424,952.1118774414062,2.1885061264038086,10:30:00
2123,2001,3,30,11,30,241,764,0,38.54203480166251,950.7322998046876,2.2449779510498047,11:30:00
2124,2001,3,30,12,30,245,776,0,39.544461676627925,949.3895874023438,2.558756113052368,12:30:00
2125,2001,3,30,13,30,241,766,1,39.62196764475692,948.1563110351562,2.899874448776245,13:30:00
2126,2001,3,30,14,30,355,552,0,38.89697163749327,947.3924560546876,3.2718982696533203,14:30:00
2127,2001,3,30,15,30,331,119,0,37.31745926991408,947.1085205078124,3.560249328613281,15:30:00
2128,2001,3,30,16,30,245,160,0,35.26165032817312,947.5628662109376,3.7180445194244394,16:30:00
2129,2001,3,30,17,30,99,21,0,32.89933137435287,948.4149169921876,3.6376492977142334,17:30:00
2130,2001,3,30,18,30,1,0,0,30.569352193716327,949.53515625,3.498918294906616,18:30:00
2142,2001,3,31,6,30,4,0,-4,20.74008091108669,954.07373046875,3.047826766967773,06:30:00
2143,2001,3,31,7,30,117,258,-4,25.06190550950214,955.0408325195312,2.348851442337036,07:30:00
2144,2001,3,31,8,30,200,468,-7,31.124609870255536,955.3273315429688,2.5872433185577397,08:30:00
2145,2001,3,31,9,30,222,647,-8,34.88833472866673,955.253173828125,2.238312244415283,09:30:00
2146,2001,3,31,10,30,298,612,-9,37.63346524989368,954.6467895507812,1.8776491880416868,10:30:00
2147,2001,3,31,11,30,270,739,-9,39.60815882506454,953.7130737304688,1.7026771306991575,11:30:00
2148,2001,3,31,12,30,247,789,-10,40.604104019541815,952.2896118164062,1.7605135440826416,12:30:00
2149,2001,3,31,13,30,243,778,-10,40.66911261595402,951.120849609375,1.9926079511642456,13:30:00
2150,2001,3,31,14,30,227,742,-9,39.89176886595396,950.4168701171876,2.2465496063232417,14:30:00
2151,2001,3,31,15,30,217,651,-9,38.28808741045822,950.237548828125,2.403735399246216,15:30:00
2152,2001,3,31,16,30,189,501,-9,35.93300555768621,950.3966064453124,2.5131313800811768,16:30:00
2153,2001,3,31,17,30,119,192,-9,32.755549608292995,951.0985107421876,2.5359463691711426,17:30:00
2154,2001,3,31,18,30,1,0,-7,29.95104220510893,951.9551391601562,2.7610254287719727,18:30:00
2166,2001,4,1,6,30,5,0,-9,22.134602661134352,953.5457763671876,3.1355955600738525,06:30:00
2167,2001,4,1,7,30,128,216,-10,26.46020357857259,954.374755859375,2.362154722213745,07:30:00
2168,2001,4,1,8,30,194,473,-12,32.87854113250745,954.344970703125,2.3821375370025635,08:30:00
2169,2001,4,1,9,30,239,596,-12,37.52190232176986,954.2866821289062,1.9914911985397337,09:30:00
2170,2001,4,1,10,30,258,680,-12,40.41849681315671,953.5491943359376,1.3084417581558228,10:30:00
2171,2001,4,1,11,30,275,714,-11,42.2989250008169,952.7222290039062,0.7736877799034119,11:30:00
2172,2001,4,1,12,30,278,731,-11,43.17644418726746,951.4276123046876,0.5457183718681335,12:30:00
2173,2001,4,1,13,30,291,686,-10,43.078204427001374,950.2467651367188,0.7700079679489136,13:30:00
2174,2001,4,1,14,30,250,693,-10,42.036921322519284,949.66796875,1.1170110702514648,14:30:00
2175,2001,4,1,15,30,234,600,-11,40.20441906624228,949.2609252929688,1.3988114595413208,15:30:00
2176,2001,4,1,16,30,209,431,-11,37.67266009870185,949.2598266601562,1.6429373025894165,16:30:00
2177,2001,4,1,17,30,121,164,-10,34.18744234753194,949.8811645507812,1.9926555156707764,17:30:00
2178,2001,4,1,18,30,1,0,-9,31.364857153166493,950.8399047851562,2.691840171813965,18:30:00
2190,2001,4,2,6,30,7,0,-11,22.659587650531765,952.6393432617188,3.4497385025024414,06:30:00
2191,2001,4,2,7,30,122,263,-11,26.88573826968104,953.183349609375,2.9264919757843018,07:30:00
2192,2001,4,2,8,30,193,483,-11,32.7334361181608,953.247802734375,3.3263540267944336,08:30:00
2193,2001,4,2,9,30,240,598,-9,37.03061832545813,953.1950073242188,3.7717556953430176,09:30:00
2194,2001,4,2,10,30,256,683,-7,39.896130769978704,952.48046875,3.4401159286499023,10:30:00
2195,2001,4,2,11,30,275,716,-7,41.91460688238516,951.2520141601562,3.022282838821411,11:30:00
2196,2001,4,2,12,30,272,744,-6,43.06304438238504,950.1276245117188,2.6728014945983887,12:30:00
2197,2001,4,2,13,30,291,687,-6,43.2695873511351,949.0289916992188,2.4363856315612797,13:30:00
2198,2001,4,2,14,30,250,693,-7,42.62106786472407,948.1891479492188,2.1310739517211914,14:30:00
2199,2001,4,2,15,30,233,601,-7,41.00444695610332,948.1152954101562,1.8374348878860476,15:30:00
2200,2001,4,2,16,30,189,471,-7,38.52611417160779,948.2313842773438,1.681318998336792,16:30:00
2201,2001,4,2,17,30,122,165,-7,35.103678130098054,949.0587768554688,1.9028244018554688,17:30:00
2202,2001,4,2,18,30,1,0,-6,32.34480877253111,949.7720947265624,2.571901798248291,18:30:00
2214,2001,4,3,6,30,8,0,3,25.64750054885639,952.09912109375,2.339660406112671,06:30:00
2215,2001,4,3,7,30,130,212,10,30.39331820128268,952.5360717773438,2.106149435043335,07:30:00
2216,2001,4,3,8,30,186,485,15,34.727391891737064,952.9515991210938,2.5754225254058842,08:30:00
2217,2001,4,3,9,30,224,606,16,36.68568616469339,952.96630859375,2.4518117904663086,09:30:00
2218,2001,4,3,10,30,248,676,15,37.96995046509636,952.8236694335938,2.373692989349365,10:30:00
2219,2001,4,3,11,30,261,712,14,39.045388060547744,952.447021484375,2.3332576751708984,11:30:00
2220,2001,4,3,12,30,265,724,11,40.82365863982653,951.2860717773438,2.253471851348877,12:30:00
2221,2001,4,3,13,30,411,393,10,41.79007535751282,950.3583374023438,2.1675236225128174,13:30:00
2222,2001,4,3,14,30,397,331,10,41.4389440839181,949.7528076171876,2.083090782165528,14:30:00
2223,2001,4,3,15,30,353,205,9,40.06666971469457,949.2560424804688,2.0137491226196294,15:30:00
2224,2001,4,3,16,30,247,87,9,37.88429189261501,949.4647216796876,1.966792583465576,16:30:00
2225,2001,4,3,17,30,121,43,9,35.173283617292945,949.9153442382812,2.026465654373169,17:30:00
2226,2001,4,3,18,30,1,0,10,32.97581372266143,950.6762084960938,2.4429218769073486,18:30:00
2238,2001,4,4,6,30,10,0,12,27.107289393356947,953.26708984375,1.6130026578903198,06:30:00
2239,2001,4,4,7,30,120,270,12,30.02278909085004,953.9653930664062,1.6052476167678833,07:30:00
2240,2001,4,4,8,30,230,62,13,33.58716077235857,954.6321411132812,2.0425655841827397,08:30:00
2241,2001,4,4,9,30,223,600,15,36.503931746931755,954.7682495117188,2.182800531387329,09:30:00
2242,2001,4,4,10,30,246,668,15,38.19033111034412,954.5407104492188,2.318851947784424,10:30:00
2243,2001,4,4,11,30,402,414,15,38.503554061607254,953.9544067382812,2.509083747863769,11:30:00
2244,2001,4,4,12,30,467,249,15,38.05727678377997,953.0170288085938,2.715939283370972,12:30:00
2245,2001,4,4,13,30,389,433,14,37.10136679327724,952.3633422851562,2.846571207046509,13:30:00
2246,2001,4,4,14,30,243,658,14,35.79428268400943,952.0413208007812,2.632662057876587,14:30:00
2247,2001,4,4,15,30,219,585,14,34.35501246465401,951.9857788085938,2.257114887237549,15:30:00
2248,2001,4,4,16,30,179,459,14,33.09378446163737,952.2012329101562,1.833443522453308,16:30:00
2249,2001,4,4,17,30,86,0,14,31.73365830226743,952.5986328125,1.6552670001983645,17:30:00
2250,2001,4,4,18,30,1,0,16,30.325129723338193,953.1764526367188,1.8945379257202148,18:30:00
2262,2001,4,5,6,30,11,0,16,26.789092678553004,953.1403198242188,1.241811990737915,06:30:00
2263,2001,4,5,7,30,132,130,13,30.64810590148397,953.9619140625,1.0882434844970703,07:30:00
2264,2001,4,5,8,30,185,480,12,35.58717256806285,954.08154296875,1.3564767837524414,08:30:00
2265,2001,4,5,9,30,223,601,13,37.977095066662066,953.8046875,1.636909246444702,09:30:00
2266,2001,4,5,10,30,247,670,13,39.8470821086774,953.3206787109376,1.728705883026123,10:30:00
2267,2001,4,5,11,30,259,706,12,41.077458674456246,952.3343505859376,1.7976171970367432,11:30:00
2268,2001,4,5,12,30,263,717,12,41.73787040343422,951.1337280273438,1.8940589427948,12:30:00
2269,2001,4,5,13,30,258,705,12,41.60350081616952,950.0040283203124,2.0247545242309566,13:30:00
2270,2001,4,5,14,30,245,666,11,40.854108187708455,949.2826538085938,2.15061354637146,14:30:00
2271,2001,4,5,15,30,220,592,11,39.10118156091749,949.0765991210938,2.428773164749145,15:30:00
2272,2001,4,5,16,30,180,464,11,36.844813424047906,949.6979370117188,2.8264710903167725,16:30:00
2273,2001,4,5,17,30,124,187,12,34.68000701605212,950.4620971679688,3.2425413131713867,17:30:00
2274,2001,4,5,18,30,1,0,12,33.19142147628571,951.126220703125,3.5749435424804688,18:30:00
2286,2001,4,6,6,30,11,0,6,26.358789667682966,953.350830078125,2.3405537605285645,06:30:00
2287,2001,4,6,7,30,126,270,4,30.37150951659771,953.9743041992188,1.8165807723999023,07:30:00
2288,2001,4,6,8,30,207,467,-2,36.388070943139894,954.4694213867188,1.8608442544937132,08:30:00
2289,2001,4,6,9,30,229,625,-3,40.18466354269936,954.4769287109376,1.5372680425643919,09:30:00
2290,2001,4,6,10,30,252,695,-3,42.644388313188465,953.9406127929688,1.226873517036438,10:30:00
2291,2001,4,6,11,30,265,732,-2,44.28503856177553,953.1138305664062,0.9765684008598328,11:30:00
2292,2001,4,6,12,30,269,743,-1,45.07167113157885,951.677001953125,0.8560584783554077,12:30:00
2293,2001,4,6,13,30,264,730,-1,45.05898326276412,950.5037231445312,0.8952459096908569,13:30:00
2294,2001,4,6,14,30,250,691,-1,44.185442042630136,949.7432861328124,1.0757176876068115,14:30:00
2295,2001,4,6,15,30,295,514,-1,42.463736893635094,949.540771484375,1.3020811080932615,15:30:00
2296,2001,4,6,16,30,175,51,-2,39.96873605273555,949.5726318359376,1.5003371238708496,16:30:00
2297,2001,4,6,17,30,122,123,-1,36.87127607560171,950.2781982421876,1.7769159078598022,17:30:00
2298,2001,4,6,18,30,1,0,2,34.26384075552488,951.1954956054688,2.22297477722168,18:30:00
2310,2001,4,7,6,30,13,0,-10,25.417758504439288,954.498046875,3.1134283542633057,06:30:00
2311,2001,4,7,7,30,135,139,-11,29.42917936872891,955.338623046875,2.632500171661377,07:30:00
2312,2001,4,7,8,30,225,435,-12,35.43003518573806,956.2645874023438,2.9541351795196533,08:30:00
2313,2001,4,7,9,30,238,614,-11,39.82492019896347,956.541015625,2.9576821327209477,09:30:00
2314,2001,4,7,10,30,252,700,-9,42.65329146222643,956.104736328125,2.486839056015014,10:30:00
2315,2001,4,7,11,30,270,734,-7,44.53823890401566,955.0070190429688,1.9723494052886963,11:30:00
2316,2001,4,7,12,30,270,748,-6,45.473410570749024,953.7470092773438,1.6012824773788452,12:30:00
2317,2001,4,7,13,30,267,726,-6,45.38083440640321,952.5645141601562,1.4379907846450806,13:30:00
2318,2001,4,7,14,30,249,694,-6,44.34061941715544,951.611083984375,1.4169918298721311,14:30:00
2319,2001,4,7,15,30,234,602,-6,42.43661106401419,951.158203125,1.4302628040313718,15:30:00
2320,2001,4,7,16,30,189,473,-6,39.8768726086239,950.9973754882812,1.4546447992324831,16:30:00
2321,2001,4,7,17,30,117,246,-4,36.75145294391581,951.4938354492188,1.6887913942337036,17:30:00
2322,2001,4,7,18,30,1,0,-1,34.361270921775144,951.9696655273438,2.229032039642334,18:30:00
2334,2001,4,8,6,30,12,0,-9,26.465334397736,953.4357299804688,3.391982316970825,06:30:00
2335,2001,4,8,7,30,112,9,-9,30.44775369537712,954.3765258789062,2.68149733543396,07:30:00
2336,2001,4,8,8,30,250,117,-10,35.82791287589305,955.0018310546876,3.1117749214172363,08:30:00
2337,2001,4,8,9,30,273,17,-9,39.76044576458741,954.7427368164062,3.6166489124298096,09:30:00
2338,2001,4,8,10,30,211,5,-8,42.17956488119711,954.2276611328124,3.414029359817505,10:30:00
2339,2001,4,8,11,30,317,22,-7,43.84391395426036,953.2844848632812,3.060593366622925,11:30:00
2340,2001,4,8,12,30,476,117,-7,44.7644981795845,951.6375732421876,2.6884841918945312,12:30:00
2341,2001,4,8,13,30,406,311,-6,45.11817886333847,950.3975830078124,2.3169984817504883,13:30:00
2342,2001,4,8,14,30,153,5,-6,44.36377525955163,949.4400634765624,1.844233989715576,14:30:00
2343,2001,4,8,15,30,329,234,-5,42.74523147854478,948.7904663085938,1.4313992261886597,15:30:00
2344,2001,4,8,16,30,192,22,-5,40.27191102054701,948.5874633789062,1.069666028022766,16:30:00
2345,2001,4,8,17,30,47,0,-2,36.90305249743557,949.0050659179688,0.696894109249115,17:30:00
2346,2001,4,8,18,30,1,0,6,34.220622850436875,949.7978515625,0.8841236233711243,18:30:00
2358,2001,4,9,6,30,17,14,12,27.537647131744052,951.5362548828124,3.5103201866149902,06:30:00
2359,2001,4,9,7,30,129,285,10,31.53539712452084,951.9196166992188,3.3220431804656982,07:30:00
2360,2001,4,9,8,30,191,502,6,36.321473718965024,952.2832641601562,2.880769968032837,08:30:00
2361,2001,4,9,9,30,229,624,3,40.49157272843082,951.9555053710938,2.4109907150268555,09:30:00
2362,2001,4,9,10,30,252,696,1,43.09864322780771,951.3814697265624,2.2742688655853267,10:30:00
2363,2001,4,9,11,30,265,734,0,44.80194521733614,950.4552001953124,2.2416362762451167,11:30:00
2364,2001,4,9,12,30,269,746,-1,45.589132372536774,948.8721923828124,2.269694328308105,12:30:00
2365,2001,4,9,13,30,284,709,-2,45.54395626065974,947.8727416992188,2.292513847351074,13:30:00
2366,2001,4,9,14,30,364,530,-3,44.640216145751374,947.093017578125,2.2022855281829834,14:30:00
2367,2001,4,9,15,30,319,72,-3,42.97266884292532,946.5321655273438,2.0294978618621826,15:30:00
2368,2001,4,9,16,30,249,179,-3,40.501618335604746,946.5512084960938,1.850544810295105,16:30:00
2369,2001,4,9,17,30,118,230,-3,37.36448434549288,947.2252807617188,1.7925724983215332,17:30:00
2370,2001,4,9,18,30,1,0,0,34.61889314306319,948.1752319335938,1.9974213838577268,18:30:00
2382,2001,4,10,6,30,18,0,1,26.62319582770948,952.620849609375,2.9828877449035645,06:30:00
2383,2001,4,10,7,30,131,273,1,30.94848504148064,953.3556518554688,2.6573822498321533,07:30:00
2384,2001,4,10,8,30,210,474,1,36.058131075458334,953.5852661132812,2.9751434326171875,08:30:00
2385,2001,4,10,9,30,230,627,0,39.799056195722535,953.5294189453124,2.754842519760132,09:30:00
2386,2001,4,10,10,30,282,644,0,42.55153609316472,953.126220703125,2.4156882762908936,10:30:00
2387,2001,4,10,11,30,298,685,0,44.409543957155044,952.2540893554688,2.0915801525115967,11:30:00
2388,2001,4,10,12,30,316,676,0,45.31626128715021,950.9752807617188,1.8819314241409304,12:30:00
2389,2001,4,10,13,30,316,668,0,45.30227072879956,950.1636352539062,1.783183217048645,13:30:00
2390,2001,4,10,14,30,336,491,0,44.49524608796037,949.25,1.6349936723709106,14:30:00
2391,2001,4,10,15,30,321,363,0,42.869091688982614,949.0503540039062,1.4719014167785645,15:30:00
2392,2001,4,10,16,30,224,66,1,40.249951063982614,949.0978393554688,1.2798320055007937,16:30:00
2393,2001,4,10,17,30,130,138,2,37.235805262251404,949.6266479492188,1.1722573041915894,17:30:00
2394,2001,4,10,18,30,1,0,5,34.841962445121005,950.4973754882812,1.974068284034729,18:30:00
2406,2001,4,11,6,30,20,0,17,28.769644460683594,954.6029663085938,1.472857117652893,06:30:00
2407,2001,4,11,7,30,127,292,14,33.102446249195964,955.2860107421876,1.4323711395263672,07:30:00
2408,2001,4,11,8,30,224,378,11,37.22440197872396,955.509765625,1.5526590347290041,08:30:00
2409,2001,4,11,9,30,333,346,9,40.245953850470464,954.934814453125,1.6524745225906372,09:30:00
2410,2001,4,11,10,30,248,678,8,42.484926339521216,954.2133178710938,1.6088082790374756,10:30:00
2411,2001,4,11,11,30,445,128,7,44.023863282683585,953.2435913085938,1.4531188011169434,11:30:00
2412,2001,4,11,12,30,403,575,6,44.93634475866264,951.84716796875,1.288782835006714,12:30:00
2413,2001,4,11,13,30,287,33,5,45.05781189832111,950.778076171875,1.2088515758514404,13:30:00
2414,2001,4,11,14,30,432,245,4,44.22996026784483,949.7861328125,1.2162622213363647,14:30:00
2415,2001,4,11,15,30,299,406,5,41.776743816299756,948.9437866210938,1.2266274690628052,15:30:00
2416,2001,4,11,16,30,182,475,6,39.01934099610571,948.9475708007812,1.1580464839935305,16:30:00
2417,2001,4,11,17,30,126,194,8,36.444742088792,949.5031127929688,1.19817852973938,17:30:00
2418,2001,4,11,18,30,1,0,10,34.497262674139854,950.3804321289062,2.504978656768799,18:30:00
2430,2001,4,12,6,30,20,0,19,24.805024216186272,954.7489013671876,3.0885746479034424,06:30:00
2431,2001,4,12,7,30,105,1,18,26.299313161018404,955.4229736328124,2.912978410720825,07:30:00
2432,2001,4,12,8,30,256,57,16,30.136673370699437,955.1848754882812,2.8892595767974854,08:30:00
2433,2001,4,12,9,30,345,96,13,33.743623880505936,954.8340454101562,2.5917415618896484,09:30:00
2434,2001,4,12,10,30,146,3,12,36.62830985365964,954.234375,2.1575138568878174,10:30:00
2435,2001,4,12,11,30,260,709,12,38.61002226895869,953.3248291015624,1.6233254671096802,11:30:00
2436,2001,4,12,12,30,464,275,12,39.57279166308263,952.1979370117188,1.1076195240020752,12:30:00
2437,2001,4,12,13,30,484,248,11,39.90109963085104,951.107177734375,0.7487037777900696,13:30:00
2438,2001,4,12,14,30,143,1,11,39.12065801687294,950.0496826171876,0.5115171670913696,14:30:00
2439,2001,4,12,15,30,257,26,11,36.26326534576799,949.7598876953124,0.2248948365449905,15:30:00
2440,2001,4,12,16,30,236,210,12,34.60039695957016,949.8147583007812,0.4768172800540924,16:30:00
2441,2001,4,12,17,30,37,0,12,32.80200230832298,950.373046875,1.6394951343536377,17:30:00
2442,2001,4,12,18,30,1,0,13,31.657315170464695,951.1002807617188,2.9744527339935303,18:30:00
2454,2001,4,13,6,30,19,0,18,24.53697061081118,953.1200561523438,1.8189541101455688,06:30:00
2455,2001,4,13,7,30,138,43,18,27.804339282832647,953.7918701171876,1.794167399406433,07:30:00
2456,2001,4,13,8,30,240,34,17,30.310018485809003,953.9708862304688,1.480391263961792,08:30:00
2457,2001,4,13,9,30,358,326,16,32.46530449280721,954.118408203125,0.9657503962516784,09:30:00
2458,2001,4,13,10,30,247,673,16,34.42714896455197,954.0963134765624,0.17682890594005585,10:30:00
2459,2001,4,13,11,30,259,707,15,35.06634806963842,953.3377685546876,0.7406725883483887,11:30:00
2460,2001,4,13,12,30,405,541,14,35.0948101309404,952.5156860351562,1.3600683212280271,12:30:00
2461,2001,4,13,13,30,349,603,13,35.22577815980537,951.4471435546876,1.7780705690383911,13:30:00
2462,2001,4,13,14,30,321,543,12,35.22656795326987,950.8110961914062,1.9390469789505005,14:30:00
2463,2001,4,13,15,30,336,304,12,34.415089925308386,950.4087524414062,1.9499837160110476,15:30:00
2464,2001,4,13,16,30,241,164,11,32.89197248846028,950.51123046875,1.9018146991729736,16:30:00
2465,2001,4,13,17,30,90,0,11,30.78866565924625,951.1463623046876,1.7400411367416382,17:30:00
2466,2001,4,13,18,30,2,0,15,29.002562387187773,952.0123291015624,1.458560585975647,18:30:00
2478,2001,4,14,6,30,21,0,12,25.606389561360746,954.5324096679688,1.893818497657776,06:30:00
2479,2001,4,14,7,30,143,128,12,30.06024719614373,955.090576171875,1.5271812677383425,07:30:00
2480,2001,4,14,8,30,192,505,12,34.235113973179466,955.6279296875,0.9777254462242126,08:30:00
2481,2001,4,14,9,30,228,620,11,37.27031548495012,955.4913330078124,0.5676896572113037,09:30:00
2482,2001,4,14,10,30,250,686,10,39.653087636084315,954.7739868164062,0.19798843562603,10:30:00
2483,2001,4,14,11,30,262,720,9,41.30153656008128,953.7691040039062,0.2010536640882492,11:30:00
2484,2001,4,14,12,30,265,728,9,42.16818963104578,952.9769897460938,0.5518167018890381,12:30:00
2485,2001,4,14,13,30,260,714,8,42.22681766602756,952.0568237304688,0.9093940258026124,13:30:00
2486,2001,4,14,14,30,246,674,8,41.433982462393324,951.382080078125,1.1945006847381592,14:30:00
2487,2001,4,14,15,30,222,600,8,39.85036947620006,951.16943359375,1.3205543756484983,15:30:00
2488,2001,4,14,16,30,182,474,8,37.14346757386835,951.3190307617188,1.392965316772461,16:30:00
2489,2001,4,14,17,30,126,198,8,34.929782512665376,951.8947143554688,1.4794274568557741,17:30:00
2490,2001,4,14,18,30,2,0,11,33.47188869530572,952.7514038085938,1.6679552793502808,18:30:00
2502,2001,4,15,6,30,26,0,17,27.483408111730398,955.5391235351562,0.9898583889007568,06:30:00
2503,2001,4,15,7,30,84,0,17,29.33533634400039,956.3992919921876,0.836385190486908,07:30:00
2504,2001,4,15,8,30,189,491,17,32.059738128378,956.5206909179688,0.7591565847396851,08:30:00
2505,2001,4,15,9,30,225,604,17,34.77586704546411,956.4119873046876,0.8014829158782959,09:30:00
2506,2001,4,15,10,30,247,670,16,37.69620350469796,955.591796875,0.703976035118103,10:30:00
2507,2001,4,15,11,30,259,705,16,39.364341237024576,954.6447143554688,0.4440460801124573,11:30:00
2508,2001,4,15,12,30,262,715,15,40.24454220842455,953.5853881835938,0.2585415840148926,12:30:00
2509,2001,4,15,13,30,257,701,15,40.450697703439396,952.434326171875,0.3056839108467102,13:30:00
2510,2001,4,15,14,30,300,64,15,39.767346797872,951.6908569335938,0.38234513998031616,14:30:00
2511,2001,4,15,15,30,329,364,14,38.126101376132176,951.383544921875,0.5256503820419312,15:30:00
2512,2001,4,15,16,30,180,465,14,35.8632786491209,951.3750610351562,0.816684365272522,16:30:00
2513,2001,4,15,17,30,127,199,15,33.802119019041925,952.1856079101562,1.4992057085037231,17:30:00
2514,2001,4,15,18,30,2,0,16,32.366322596725524,952.8622436523438,2.4265968799591064,18:30:00
2526,2001,4,16,6,30,27,28,20,26.14546495335753,954.4735717773438,1.9440803527832031,06:30:00
2527,2001,4,16,7,30,105,0,19,27.248156053591515,955.1682739257812,1.9274131059646609,07:30:00
2528,2001,4,16,8,30,263,125,17,29.233074307277718,955.469482421875,1.9473804235458372,08:30:00
2529,2001,4,16,9,30,292,511,16,32.042520001011326,955.1788940429688,1.6859203577041626,09:30:00
2530,2001,4,16,10,30,247,672,17,36.13152478427389,954.7423095703124,1.1949902772903442,10:30:00
2531,2001,4,16,11,30,259,707,17,38.369526369027646,953.6378784179688,0.7244409322738647,11:30:00
2532,2001,4,16,12,30,458,346,17,39.34761315522462,952.273193359375,0.3742353022098541,12:30:00
2533,2001,4,16,13,30,454,347,16,39.60284511659711,951.0341186523438,0.11745721846818925,13:30:00
2534,2001,4,16,14,30,303,26,16,39.17670637503358,950.161376953125,0.12142951786518096,14:30:00
2535,2001,4,16,15,30,245,20,15,37.872549296887655,949.5336303710938,0.3585897982120514,15:30:00
2536,2001,4,16,16,30,249,238,14,36.12026256298896,949.6134033203124,0.7278708815574646,16:30:00
2537,2001,4,16,17,30,125,84,15,33.644552562725785,949.908935546875,1.6961551904678345,17:30:00
2538,2001,4,16,18,30,2,0,16,31.72834246031641,950.56591796875,3.07425308227539,18:30:00
2550,2001,4,17,6,30,27,0,20,23.44550082815721,953.518798828125,2.4466118812561035,06:30:00
2551,2001,4,17,7,30,148,153,18,24.143203032957672,954.0669555664062,2.5488221645355225,07:30:00
2552,2001,4,17,8,30,191,499,17,25.829778137079643,954.3287353515624,2.713045358657837,08:30:00
2553,2001,4,17,9,30,280,90,16,28.015437890623673,954.1791381835938,2.810412883758545,09:30:00
2554,2001,4,17,10,30,391,417,15,30.575364540508872,953.5394897460938,2.78652286529541,10:30:00
2555,2001,4,17,11,30,260,713,14,32.927539840633415,952.8155517578124,2.678793668746948,11:30:00
2556,2001,4,17,12,30,368,605,14,34.89957873136211,951.3192749023438,2.615763902664185,12:30:00
2557,2001,4,17,13,30,259,708,13,35.953160682238384,950.3815307617188,2.6542232036590576,13:30:00
2558,2001,4,17,14,30,245,671,13,36.79885913827457,949.654296875,2.5043299198150635,14:30:00
2559,2001,4,17,15,30,317,66,13,36.12688998275115,949.1741943359376,2.190818548202514,15:30:00
2560,2001,4,17,16,30,242,204,12,34.463355985602895,948.9785766601562,1.7492837905883791,16:30:00
2561,2001,4,17,17,30,106,24,13,32.058139020962585,949.3471069335938,0.9195863008499146,17:30:00
2562,2001,4,17,18,30,2,0,17,29.405090664873114,949.88671875,0.5700952410697937,18:30:00
2574,2001,4,18,6,30,31,4,16,24.385592896653637,952.3768310546876,1.1283774375915527,06:30:00
2575,2001,4,18,7,30,149,234,15,28.458726560476066,952.9276123046876,0.5997883081436157,07:30:00
2576,2001,4,18,8,30,193,509,14,32.535752927663566,952.873779296875,0.2598988711833954,08:30:00
2577,2001,4,18,9,30,228,620,14,35.668295066792716,952.80810546875,0.21299020946025848,09:30:00
2578,2001,4,18,10,30,250,685,14,38.04844523698864,952.2388305664062,0.2307921499013901,10:30:00
2579,2001,4,18,11,30,261,718,14,39.78712512523424,951.462646484375,0.5698096752166748,11:30:00
2580,2001,4,18,12,30,394,584,14,40.7424588669125,950.0452880859376,0.9560898542404176,12:30:00
2581,2001,4,18,13,30,435,359,13,40.95218651879037,948.7899169921876,1.2840211391448977,13:30:00
2582,2001,4,18,14,30,417,225,12,40.423337841138895,948.2026977539062,1.5661636590957642,14:30:00
2583,2001,4,18,15,30,310,430,12,39.146493492356,947.853515625,1.7009840011596682,15:30:00
2584,2001,4,18,16,30,201,29,11,37.18610318612429,948.0455932617188,1.696279525756836,16:30:00
2585,2001,4,18,17,30,135,161,12,34.77729209716404,948.7092895507812,1.5134826898574831,17:30:00
2586,2001,4,18,18,30,2,0,18,32.60337039542651,949.5640258789062,1.198857665061951,18:30:00
2598,2001,4,19,6,30,33,6,15,26.5823818793437,951.5145874023438,2.3843085765838623,06:30:00
2599,2001,4,19,7,30,134,316,14,29.53605075583971,952.5385131835938,2.752917766571045,07:30:00
2600,2001,4,19,8,30,192,506,13,33.103284175935194,952.8008422851562,3.026866912841797,08:30:00
2601,2001,4,19,9,30,228,618,13,36.08082081176741,952.739013671875,3.0143859386444087,09:30:00
2602,2001,4,19,10,30,249,684,12,38.420907200804955,952.1553955078124,2.898118257522583,10:30:00
2603,2001,4,19,11,30,261,718,12,40.098697433092006,951.2739868164062,2.6968555450439453,11:30:00
2604,2001,4,19,12,30,265,728,12,41.10471213967111,950.225830078125,2.4710862636566158,12:30:00
2605,2001,4,19,13,30,260,715,12,41.34650694352331,948.8937377929688,2.2842860221862797,13:30:00
2606,2001,4,19,14,30,349,483,11,40.838299837645714,948.0545654296876,2.169668197631836,14:30:00
2607,2001,4,19,15,30,338,303,11,39.565675192287934,947.989990234375,2.0952956676483154,15:30:00
2608,2001,4,19,16,30,183,477,10,37.36480163136878,948.3134765625,2.042814016342163,16:30:00
2609,2001,4,19,17,30,127,154,12,35.05934481101099,949.121826171875,1.8165085315704343,17:30:00
2610,2001,4,19,18,30,2,0,16,33.24885121593905,949.893798828125,1.6805747747421265,18:30:00
2622,2001,4,20,6,30,32,2,21,26.482242973094174,951.7731323242188,1.1458306312561035,06:30:00
2623,2001,4,20,7,30,135,320,18,31.109312311401137,952.0888671875,1.3965972661972046,07:30:00
